timestamp,broker,account,strategy,order_id,symbol,spread,fill_time_ms,reject_reason,latency_ms,slippage_pips,margin_used
2026-08-22T11:12:20.604893+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0024,XAUUSD,0.39,170,,34,0.4,50.23
2026-08-22T11:12:20.604896+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0025,XAUUSD,0.4,175,,35,0.5,49.73
2026-08-22T11:12:20.604899+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0026,XAUUSD,0.41,180,,36,0.6,49.23
2026-08-22T11:12:20.604902+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0027,XAUUSD,0.42,185,,37,0.7,48.73
2026-08-22T11:12:20.604905+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0028,XAUUSD,0.43,190,,38,0.8,48.23
2026-08-22T11:12:20.604908+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0029,XAUUSD,0.44,195,,39,0.9,47.73
2026-08-22T11:12:20.604911+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0030,XAUUSD,0.45,200,,10,1.0,52.23
2026-08-22T11:12:20.604914+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0031,XAUUSD,0.46,205,,11,1.1,51.73
2026-08-22T11:12:20.604916+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0032,XAUUSD,0.47,210,,12,1.2,51.23
2026-08-22T11:12:20.604923+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0033,XAUUSD,0.48,215,,13,1.3,50.73
2026-08-22T11:12:20.604926+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0034,XAUUSD,0.49,220,,14,1.4,50.23
2026-08-22T11:12:20.604929+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0035,XAUUSD,0.5,225,,15,1.5,49.73
2026-08-22T11:12:20.604932+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0036,XAUUSD,0.51,230,,16,1.6,49.23
2026-08-22T11:12:20.604935+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0037,XAUUSD,0.52,235,,17,1.7,48.73
2026-08-22T11:12:20.604938+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0038,XAUUSD,0.53,240,,18,1.8,48.23
2026-08-22T11:12:20.604941+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0039,XAUUSD,0.54,245,,19,1.9,47.73
2026-08-22T11:12:20.604944+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0040,XAUUSD,0.55,250,,20,0.0,52.23
2026-08-22T11:12:20.604948+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0041,XAUUSD,0.56,255,,21,0.1,51.73
2026-08-22T11:12:20.604951+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0042,XAUUSD,0.57,260,,22,0.2,51.23
2026-08-22T11:12:20.604956+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0043,XAUUSD,0.58,265,,23,0.3,50.73
2026-08-22T11:12:20.604959+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0044,XAUUSD,0.59,270,,24,0.4,50.23
2026-08-22T11:12:20.604961+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0045,XAUUSD,0.6,275,,25,0.5,49.73
2026-08-22T11:12:20.604964+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0046,XAUUSD,0.61,280,,26,0.6,49.23
2026-08-22T11:12:20.604967+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0047,XAUUSD,0.62,285,,27,0.7,48.73
2026-08-22T11:12:20.604970+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0048,XAUUSD,0.63,290,,28,0.8,48.23
2026-08-22T11:12:20.604972+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0049,XAUUSD,0.64,295,,29,0.9,47.73
2026-08-22T11:12:20.604975+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0050,XAUUSD,0.15,300,,30,1.0,52.23
2026-08-22T11:12:20.604978+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0051,XAUUSD,0.16,305,,31,1.1,51.73
2026-08-22T11:12:20.604981+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0052,XAUUSD,0.17,310,,32,1.2,51.23
2026-08-22T11:12:20.604985+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0053,XAUUSD,0.18,315,,33,1.3,50.73
2026-08-22T11:12:20.604988+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0054,XAUUSD,0.19,320,,34,1.4,50.23
2026-08-22T11:12:20.604991+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0055,XAUUSD,0.2,325,,35,1.5,49.73
2026-08-22T11:12:20.604994+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0056,XAUUSD,0.21,330,,36,1.6,49.23
2026-08-22T11:12:20.604997+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0057,XAUUSD,0.22,335,,37,1.7,48.73
2026-08-22T11:12:20.605000+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0058,XAUUSD,0.23,340,,38,1.8,48.23
2026-08-22T11:12:20.605003+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0059,XAUUSD,0.24,345,,39,1.9,47.73
2026-08-22T11:12:20.605008+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0060,XAUUSD,0.25,350,,10,0.0,52.23
2026-08-22T11:12:20.605011+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0061,XAUUSD,0.26,355,,11,0.1,51.73
2026-08-22T11:12:20.605015+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0062,XAUUSD,0.27,360,,12,0.2,51.23
2026-08-22T11:12:20.605019+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0063,XAUUSD,0.28,365,,13,0.3,50.73
2026-08-22T11:12:20.605022+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0064,XAUUSD,0.29,370,,14,0.4,50.23
2026-08-22T11:12:20.605025+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0065,XAUUSD,0.3,375,,15,0.5,49.73
2026-08-22T11:12:20.605028+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0066,XAUUSD,0.31,380,,16,0.6,49.23
2026-08-22T11:12:20.605032+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0067,XAUUSD,0.32,385,,17,0.7,48.73
2026-08-22T11:12:20.605035+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0068,XAUUSD,0.33,390,,18,0.8,48.23
2026-08-22T11:12:20.605038+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0069,XAUUSD,0.34,395,,19,0.9,47.73
2026-08-22T11:12:20.605041+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0070,XAUUSD,0.35,400,,20,1.0,52.23
2026-08-22T11:12:20.605043+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0071,XAUUSD,0.36,405,,21,1.1,51.73
2026-08-22T11:12:20.605063+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0072,XAUUSD,0.37,410,,22,1.2,51.23
2026-08-22T11:12:20.605068+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0073,XAUUSD,0.38,415,,23,1.3,50.73
2026-08-22T11:12:20.605072+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0074,XAUUSD,0.39,420,,24,1.4,50.23
2026-08-22T11:12:20.605076+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0075,XAUUSD,0.4,425,,25,1.5,49.73
2026-08-22T11:12:20.605080+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0076,XAUUSD,0.41,430,,26,1.6,49.23
2026-08-22T11:12:20.605085+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0077,XAUUSD,0.42,435,,27,1.7,48.73
2026-08-22T11:12:20.605088+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0078,XAUUSD,0.43,440,,28,1.8,48.23
2026-08-22T11:12:20.605091+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0079,XAUUSD,0.44,445,,29,1.9,47.73
2026-08-22T11:12:20.605094+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0080,XAUUSD,0.45,450,,30,0.0,52.23
2026-08-22T11:12:20.605097+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0081,XAUUSD,0.46,455,,31,0.1,51.73
2026-08-22T11:12:20.605099+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0082,XAUUSD,0.47,460,,32,0.2,51.23
2026-08-22T11:12:20.605105+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0083,XAUUSD,0.48,465,,33,0.3,50.73
2026-08-22T11:12:20.605107+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0084,XAUUSD,0.49,470,,34,0.4,50.23
2026-08-22T11:12:20.605110+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0085,XAUUSD,0.5,475,,35,0.5,49.73
2026-08-22T11:12:20.605113+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0086,XAUUSD,0.51,480,,36,0.6,49.23
2026-08-22T11:12:20.605115+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0087,XAUUSD,0.52,485,,37,0.7,48.73
2026-08-22T11:12:20.605118+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0088,XAUUSD,0.53,490,,38,0.8,48.23
2026-08-22T11:12:20.605121+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0089,XAUUSD,0.54,495,,39,0.9,47.73
2026-08-22T11:12:20.605124+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0090,XAUUSD,0.55,500,,10,1.0,52.23
2026-08-22T11:12:20.605127+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0091,XAUUSD,0.56,505,,11,1.1,51.73
2026-08-22T11:12:20.605130+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0092,XAUUSD,0.57,510,,12,1.2,51.23
2026-08-22T11:12:20.605134+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0093,XAUUSD,0.58,515,,13,1.3,50.73
2026-08-22T11:12:20.605137+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0094,XAUUSD,0.59,520,,14,1.4,50.23
2026-08-22T11:12:20.605140+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0095,XAUUSD,0.6,525,,15,1.5,49.73
2026-08-22T11:12:20.605143+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0096,XAUUSD,0.61,530,,16,1.6,49.23
2026-08-22T11:12:20.605146+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0097,XAUUSD,0.62,535,INSUFFICIENT_MARGIN,17,1.7,48.73
2026-08-22T11:12:20.605149+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0098,XAUUSD,0.63,540,,18,1.8,48.23
2026-08-22T11:12:20.605153+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0099,XAUUSD,0.64,545,,19,1.9,47.73
2026-08-22T11:12:20.605156+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0100,XAUUSD,0.15,550,,20,0.0,52.23
2026-08-22T11:12:20.605158+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0101,XAUUSD,0.16,555,,21,0.1,51.73
2026-08-22T11:12:20.605161+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0102,XAUUSD,0.17,560,,22,0.2,51.23
2026-08-22T11:12:20.605165+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0103,XAUUSD,0.18,565,,23,0.3,50.73
2026-08-22T11:12:20.605168+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0104,XAUUSD,0.19,570,,24,0.4,50.23
2026-08-22T11:12:20.605171+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0105,XAUUSD,0.2,575,,25,0.5,49.73
2026-08-22T11:12:20.605173+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0106,XAUUSD,0.21,580,,26,0.6,49.23
2026-08-22T11:12:20.605176+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0107,XAUUSD,0.22,585,,27,0.7,48.73
2026-08-22T11:12:20.605181+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0108,XAUUSD,0.23,590,,28,0.8,48.23
2026-08-22T11:12:20.605184+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0109,XAUUSD,0.24,595,,29,0.9,47.73
2026-08-22T11:12:20.605188+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0110,XAUUSD,0.25,600,,30,1.0,52.23
2026-08-22T11:12:20.605191+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0111,XAUUSD,0.26,605,,31,1.1,51.73
2026-08-22T11:12:20.605194+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0112,XAUUSD,0.27,610,,32,1.2,51.23
2026-08-22T11:12:20.605198+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0113,XAUUSD,0.28,615,,33,1.3,50.73
2026-08-22T11:12:20.605201+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0114,XAUUSD,0.29,620,,34,1.4,50.23
2026-08-22T11:12:20.605203+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0115,XAUUSD,0.3,625,,35,1.5,49.73
2026-08-22T11:12:20.605206+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0116,XAUUSD,0.31,630,,36,1.6,49.23
2026-08-22T11:12:20.605209+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0117,XAUUSD,0.32,635,,37,1.7,48.73
2026-08-22T11:12:20.605212+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0118,XAUUSD,0.33,640,,38,1.8,48.23
2026-08-22T11:12:20.605215+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0119,XAUUSD,0.34,645,,39,1.9,47.73
2026-08-22T11:12:20.605218+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0120,XAUUSD,0.35,650,,10,0.0,52.23
2026-08-22T11:12:20.605221+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0121,XAUUSD,0.36,655,,11,0.1,51.73
2026-08-22T11:12:20.605223+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0122,XAUUSD,0.37,660,,12,0.2,51.23
2026-08-22T11:12:20.605227+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0123,XAUUSD,0.38,665,,13,0.3,50.73
2026-08-22T11:12:20.605230+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0124,XAUUSD,0.39,670,,14,0.4,50.23
2026-08-22T11:12:20.605233+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0125,XAUUSD,0.4,675,,15,0.5,49.73
2026-08-22T11:12:20.605235+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0126,XAUUSD,0.41,680,,16,0.6,49.23
2026-08-22T11:12:20.605238+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0127,XAUUSD,0.42,685,,17,0.7,48.73
2026-08-22T11:12:20.605241+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0128,XAUUSD,0.43,690,,18,0.8,48.23
2026-08-22T11:12:20.605244+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0129,XAUUSD,0.44,695,,19,0.9,47.73
2026-08-22T11:12:20.605247+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0130,XAUUSD,0.45,700,,20,1.0,52.23
2026-08-22T11:12:20.605251+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0131,XAUUSD,0.46,705,,21,1.1,51.73
2026-08-22T11:12:20.605255+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0132,XAUUSD,0.47,710,,22,1.2,51.23
2026-08-22T11:12:20.605259+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0133,XAUUSD,0.48,715,,23,1.3,50.73
2026-08-22T11:12:20.605262+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0134,XAUUSD,0.49,720,,24,1.4,50.23
2026-08-22T11:12:20.605265+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0135,XAUUSD,0.5,725,,25,1.5,49.73
2026-08-22T11:12:20.605269+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0136,XAUUSD,0.51,730,,26,1.6,49.23
2026-08-22T11:12:20.605343+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0137,XAUUSD,0.52,735,,27,1.7,48.73
2026-08-22T11:12:20.605346+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0138,XAUUSD,0.53,740,,28,1.8,48.23
2026-08-22T11:12:20.605349+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0139,XAUUSD,0.54,745,,29,1.9,47.73
2026-08-22T11:12:20.605352+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0140,XAUUSD,0.55,750,,30,0.0,52.23
2026-08-22T11:12:20.605355+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0141,XAUUSD,0.56,755,,31,0.1,51.73
2026-08-22T11:12:20.605358+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0142,XAUUSD,0.57,760,,32,0.2,51.23
2026-08-22T11:12:20.605362+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0143,XAUUSD,0.58,765,,33,0.3,50.73
2026-08-22T11:12:20.605365+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0144,XAUUSD,0.59,770,,34,0.4,50.23
2026-08-22T11:12:20.605368+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0145,XAUUSD,0.6,775,,35,0.5,49.73
2026-08-22T11:12:20.605371+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0146,XAUUSD,0.61,780,,36,0.6,49.23
2026-08-22T11:12:20.605373+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0147,XAUUSD,0.62,785,,37,0.7,48.73
2026-08-22T11:12:20.605376+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0148,XAUUSD,0.63,790,,38,0.8,48.23
2026-08-22T11:12:20.605379+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0149,XAUUSD,0.64,795,,39,0.9,47.73
2026-08-22T11:12:20.605382+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0150,XAUUSD,0.15,800,,10,1.0,52.23
2026-08-22T11:12:20.605385+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0151,XAUUSD,0.16,805,,11,1.1,51.73
2026-08-22T11:12:20.605388+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0152,XAUUSD,0.17,810,,12,1.2,51.23
2026-08-22T11:12:20.605393+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0153,XAUUSD,0.18,815,,13,1.3,50.73
2026-08-22T11:12:20.605396+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0154,XAUUSD,0.19,820,,14,1.4,50.23
2026-08-22T11:12:20.605399+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0155,XAUUSD,0.2,825,,15,1.5,49.73
2026-08-22T11:12:20.605402+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0156,XAUUSD,0.21,830,,16,1.6,49.23
2026-08-22T11:12:20.605405+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0157,XAUUSD,0.22,835,,17,1.7,48.73
2026-08-22T11:12:20.605408+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0158,XAUUSD,0.23,840,,18,1.8,48.23
2026-08-22T11:12:20.605410+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0159,XAUUSD,0.24,845,,19,1.9,47.73
2026-08-22T11:12:20.605413+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0160,XAUUSD,0.25,850,,20,0.0,52.23
2026-08-22T11:12:20.605417+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0161,XAUUSD,0.26,855,,21,0.1,51.73
2026-08-22T11:12:20.605420+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0162,XAUUSD,0.27,860,,22,0.2,51.23
2026-08-22T11:12:20.605425+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0163,XAUUSD,0.28,865,,23,0.3,50.73
2026-08-22T11:12:20.605428+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0164,XAUUSD,0.29,870,,24,0.4,50.23
2026-08-22T11:12:20.605431+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0165,XAUUSD,0.3,875,,25,0.5,49.73
2026-08-22T11:12:20.605433+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0166,XAUUSD,0.31,880,,26,0.6,49.23
2026-08-22T11:12:20.605436+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0167,XAUUSD,0.32,885,,27,0.7,48.73
2026-08-22T11:12:20.605439+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0168,XAUUSD,0.33,890,,28,0.8,48.23
2026-08-22T11:12:20.605442+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0169,XAUUSD,0.34,895,,29,0.9,47.73
2026-08-22T11:12:20.605444+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0170,XAUUSD,0.35,900,,30,1.0,52.23
2026-08-22T11:12:20.605447+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0171,XAUUSD,0.36,905,,31,1.1,51.73
2026-08-22T11:12:20.605450+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0172,XAUUSD,0.37,910,,32,1.2,51.23
2026-08-22T11:12:20.605455+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0173,XAUUSD,0.38,915,,33,1.3,50.73
2026-08-22T11:12:20.605457+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0174,XAUUSD,0.39,920,,34,1.4,50.23
2026-08-22T11:12:20.605460+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0175,XAUUSD,0.4,925,,35,1.5,49.73
2026-08-22T11:12:20.605463+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0176,XAUUSD,0.41,930,,36,1.6,49.23
2026-08-22T11:12:20.605465+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0177,XAUUSD,0.42,935,,37,1.7,48.73
2026-08-22T11:12:20.605468+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0178,XAUUSD,0.43,940,,38,1.8,48.23
2026-08-22T11:12:20.605471+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0179,XAUUSD,0.44,945,,39,1.9,47.73
2026-08-22T11:12:20.605474+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0180,XAUUSD,0.45,950,,10,0.0,52.23
2026-08-22T11:12:20.605476+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0181,XAUUSD,0.46,955,,11,0.1,51.73
2026-08-22T11:12:20.605479+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0182,XAUUSD,0.47,960,,12,0.2,51.23
2026-08-22T11:12:20.605485+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0183,XAUUSD,0.48,965,,13,0.3,50.73
2026-08-22T11:12:20.605488+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0184,XAUUSD,0.49,970,,14,0.4,50.23
2026-08-22T11:12:20.605491+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0185,XAUUSD,0.5,975,,15,0.5,49.73
2026-08-22T11:12:20.605493+00:00,oanda,PAPER,STANDARD_SCALPING,ORD-0-0186,XAUUSD,0.51,980,,16,0.6,49.23
